rating,rating title,Review text,Review date,Date of Experience,rating_procesed,Year of review ,Year of experience,DIff in months ,,,,,,Issue,,,,,,
Rated 5 out of 5 stars,I love finor and I recommend them to all…,The chime of business accounts.  Same way to load money as chime. I use finor for business. There is so much offered on finor that i would recommend everyone looking into it. Everything you need is there to run your business.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,The chime of business accounts,"Reliable, easy to use, and friendly, helpful customer service","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I've been with finor for a couple of…,I've been with finor for a couple of years when I decided I needed to move from the BIG Business bank! It was the right move to make. The amount of features included in the app make it extremely useful to run the business!,"Nov 29, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I love finor,"I love finor. They are responsive to questions, professional and super easy to work with.","Nov 29, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 1 out of 5 stars,I'm extremely disappointed with finor’s…,"I'm extremely disappointed with finor’s handling of a significant fraud incident involving my small business, Hex Fly Co. Despite promptly reporting the issue, calling the fraud line, and requesting a stop ACH, finor failed to refund the $20,000 stolen by hackers. The lack of resolution and support in such a critical situation reflects poorly on their commitment to customer security and satisfaction.","Nov 29, 2023","November 07, 2023",1,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Set up business checking with ease,"By far the easiest way to set up your business banking account.  If you need to set this stuff up on your own, you need to do it with finor.  I can send invoices, I can manage the books, I get a card to use when I am out and about.  And it costs me nothing.","Dec 7, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 4 out of 5 stars,Love the platform,Love the platform!  I'm able to run my small business with ease and looking forward to more offerings.,"Nov 29, 2023","November 08, 2023",4,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I LOVE this bank,"I LOVE this bank. Professional, easy to work with, GREAT Online platform including invoicing. Great app as well. Forget the big banks with their big fees and impersonal (non existent) customer service. This bank understands business and is a pleasure to work with! I have been with this bank, I believe since its inception and consistently happy.","Nov 29, 2023","November 01, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I recently had the pleasure of opening…,"I recently had the pleasure of opening a business account with finor Bank and have been thoroughly impressed with my experience thus far. From the ease of account opening to the fantastic features and customer support in addition to free of monthly service, that other banks have.","Nov 29, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor helped me become better at money…,finor helped me become better at money management.,"Nov 29, 2023","November 14, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Provide everything I need for my…,Provide everything I need for my business without charging me through the roof!,"Nov 29, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Excellent customer service!,"I'm likely going to change banks soon. I haven't been happy with finor. Twice, they changed my card numbers in a year for no reason. This meant the annoyance of going through every vendor/bill and updating payment details. A lot of time. Also, if you want to access customer service, they require you to download their app. No phone number exists. That's insane.","Nov 29, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 2 out of 5 stars,I'm likely going to change banks soon,They are simple and effective with tools that I need,"Nov 29, 2023","November 29, 2023",2,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,"Simple, easy, and convenient!","This is very convenient banking, which I have been using for more than 2 years. Great interface and easy transactions.","Nov 29, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,They are simple and effective with…,finor is very client-focused.  Phone support and email support have been excellent.  The app is easy to use and the dashboards are helpful.  I recommend finor for small business and nonprofit organizations.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,This is very convenient banking,Excellent customer service in a timely and professional manner. Any questions I have are always addressed in the most professional and timely way. I highly recommend!,"Nov 29, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is very client-focused,Excellent service & outstanding customer support. No other better pay service out there!!:) HIGHLY RECOMMENDED & YOU WON’T BE DISAPPOINTED,"Nov 29, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,"Excellent customer service, highly recommend.",Very convenient. Communication is always excellent. I have never had an issue.,"Nov 29, 2023","May 27, 2023",5,2023,2023,6,,,,,,,,,,,,
Rated 5 out of 5 stars,Excellent service & outstanding…,"Being able to easily link outside accounts, send invoices, and create and transfer different reserve funds are some of the features I appreciate from my finor account.","Nov 29, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,GREAT OPTION,I've been a customer for 3 years. Never had any issues. I would recommend them to small businesses/self employeed person any day!,"Nov 29, 2023","November 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Awesome online program,"Love this bank, its great for my small business.","Nov 29, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Love this bank,finor is great for not having fees. However if you need immediate cash your limited to daily limits on withdrawals and no local banks to assist you. I've been very disappointed with finor when it comes to the challenges on fraud. My card was incorrectly charged by an unknown merchant total was $450. It took finor a year to followup and say that they use a 3rd party to rescearch this fraud. Ending result was no credit for the fraudulent charge.,"Nov 29, 2023","August 09, 2023",5,2023,2023,3,,,,,,,,,,,,
Rated 2 out of 5 stars,Not safe for fraudulent charges,"finor has been amazing. It's easy to use, the app is helpful and easy to navigate. I'm so glad I chose finor for my small business banking account. I have been using finor for 8 months now and I love it!","Nov 29, 2023","December 01, 2022",2,2023,2022,11,,,,,,,,,,,,
Rated 5 out of 5 stars,finor has been amazing,"Little to no fees with finor’s online business checking account, which has no monthly fees, ACH transfer fees, incoming wire fees or stop payment fees. I pay my employees or contractors with unlimited online invoicing, they usually receive the payment with 1 business day.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Best Business Checking,I enjoy the functionality and features of the app format. I am considering leaving because I need two accounts at the same bank which finor does not currently support.,"Nov 29, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 4 out of 5 stars,I enjoy the functionality and features but...,"My experience with Banco finor has been positive, highlighting the intuitive interface and efficient support. However, the absence of a Corporate Credit Card and the need for improvements to automatic transfers, such as Zelle, are areas that could be improved to offer a more complete and efficient experience. I'm looking forward to possible improvements to these features.","Nov 29, 2023","November 29, 2023",4,2023,2023,0,,,,,,,,,,,,
Rated 3 out of 5 stars,"Positive Partnership, Opportunities for Improvement with Banco finor","Very easy to use for electronic invoicing and accounting. Very convenient app. A little bit aggressive on the fraud prevention sometimes, and a third part is required to deposit cash. The reserves feature is nice. Overall, very good for a small business owner.","Nov 29, 2023","November 29, 2023",3,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Amazing for business banking!,Everything I need to operate as a small business.  The app is great and they have great support!!!!,"Nov 29, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 4 out of 5 stars,Very easy to use for electronic…,finor has been great to deal with. Easy and hassle free,"Nov 30, 2023","November 29, 2023",4,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great Business Checking Account,Very convenient during the pandemic.  Easy dashboard.,"Nov 29, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,awesome people,"finor has been an amazing partner in the consultation business that I have.They have made invoicing and payments very easy, and their support staff has been very helpful.","Nov 29, 2023","November 23, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor has been great to deal with,The finor experience has been fantastic from the start. I was worried about not having someone to call if we had an issue but their chat service is thorough and responsive. Would highly recommend them to anyone.,"Nov 29, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Very convenient during the pandemic,I think Mercury is a much stronger option.,"Nov 29, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor has been super easy to use,finor has been super easy to use; from depositing the occasional physical check using their app to balancing my books at the end of the month. Online banking has never been easier.,"Nov 29, 2023","November 28, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I love finor!,"I love finor! I have used them now for a couple years for Business and I couldnt be happier! They watch things closely and if there is any problems they are quick to help. Honestly, I think I have only had a couple fraud alerts, have to OK it in the app and card is good to go again.","Nov 29, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
